Fecha,Estado,Grupo_social,Tematica,Total_poblacion,Bajo_umbral_pobreza,Porcentaje_pobreza,Origen_dato
2023-01-01,Louisiana,Población en edad laboral,Edad,2625147,467155,0.17800000000000002,Original
2023-01-01,Maine,Población en edad laboral,Edad,804765,80944,0.101,Original
2023-01-01,Maryland,Población en edad laboral,Edad,3673452,333314,0.091,Original
2023-01-01,Massachusetts,Población en edad laboral,Edad,4199619,404532,0.096,Original
2023-01-01,Michigan,Población en edad laboral,Edad,5857839,761508,0.13,Original
2023-01-01,Minnesota,Población en edad laboral,Edad,3349683,297041,0.08900000000000001,Original
2023-01-01,Mississippi,Población en edad laboral,Edad,1677364,279227,0.166,Original
2023-01-01,Missouri,Población en edad laboral,Edad,3580203,407818,0.114,Original
2023-01-01,Montana,Población en edad laboral,Edad,649707,80007,0.123,Original
2023-01-01,Nebraska,Población en edad laboral,Edad,1129124,115510,0.102,Original
2023-01-01,Nevada,Población en edad laboral,Edad,1930991,211630,0.11,Original
2023-01-01,New Hampshire,Población en edad laboral,Edad,834538,56719,0.068,Original
2023-01-01,New Jersey,Población en edad laboral,Edad,5532654,467564,0.085,Original
2023-01-01,New Mexico,Población en edad laboral,Edad,1215175,199656,0.16399999999999998,Original
2023-01-01,New York,Población en edad laboral,Edad,11663888,1479756,0.127,Original
2023-01-01,North Carolina,Población en edad laboral,Edad,6385760,740847,0.116,Original
2023-01-01,North Dakota,Población en edad laboral,Edad,452279,44716,0.099,Original
2023-01-01,Ohio,Población en edad laboral,Edad,6813360,852553,0.125,Original
2023-01-01,Oklahoma,Población en edad laboral,Edad,2325977,351505,0.151,Original
2023-01-01,Oregon,Población en edad laboral,Edad,2527463,308581,0.122,Original
2023-01-01,Pennsylvania,Población en edad laboral,Edad,7439567,834944,0.112,Original
2023-01-01,Rhode Island,Población en edad laboral,Edad,650141,63346,0.097,Original
2023-01-01,South Carolina,Población en edad laboral,Edad,3089859,400311,0.13,Original
2023-01-01,South Dakota,Población en edad laboral,Edad,513238,58924,0.115,Original
2023-01-01,Tennessee,Población en edad laboral,Edad,4211766,526326,0.125,Original
2023-01-01,Texas,Población en edad laboral,Edad,18324502,2212120,0.121,Original
2023-01-01,Utah,Población en edad laboral,Edad,2029889,183049,0.09,Original
2023-01-01,Vermont,Población en edad laboral,Edad,371094,36846,0.099,Original
2023-01-01,Virginia,Población en edad laboral,Edad,5161364,491420,0.095,Original
2023-01-01,Washington,Población en edad laboral,Edad,4746181,470632,0.099,Original
2023-01-01,West Virginia,Población en edad laboral,Edad,999544,171840,0.172,Original
2023-01-01,Wisconsin,Población en edad laboral,Edad,3448954,348630,0.101,Original
2023-01-01,Wyoming,Población en edad laboral,Edad,332522,37150,0.112,Original
2023-01-01,Puerto Rico,Población en edad laboral,Edad,1918544,687238,0.358,Original
2023-01-01,Alabama,Personas mayores,Edad,907455,107748,0.119,Original
2023-01-01,Alaska,Personas mayores,Edad,101153,7236,0.07200000000000001,Original
2023-01-01,Arizona,Personas mayores,Edad,1418252,161377,0.114,Original
2023-01-01,Arkansas,Personas mayores,Edad,533197,64396,0.121,Original
2023-01-01,California,Personas mayores,Edad,6204339,741883,0.12,Original
2023-01-01,Colorado,Personas mayores,Edad,925819,85556,0.092,Original
2023-01-01,Connecticut,Personas mayores,Edad,671541,63198,0.094,Original
2023-01-01,Delaware,Personas mayores,Edad,215747,17017,0.079,Original
2023-01-01,District of Columbia,Personas mayores,Edad,86722,15345,0.177,Original
2023-01-01,Florida,Personas mayores,Edad,4815550,580771,0.121,Original
2023-01-01,Georgia,Personas mayores,Edad,1665226,201083,0.121,Original
2023-01-01,Hawaii,Personas mayores,Edad,298296,30091,0.101,Original
2023-01-01,Idaho,Personas mayores,Edad,333820,31620,0.095,Original
2023-01-01,Illinois,Personas mayores,Edad,2141163,226825,0.106,Original
2023-01-01,Indiana,Personas mayores,Edad,1141215,112185,0.098,Original
2023-01-01,Iowa,Personas mayores,Edad,568486,53315,0.094,Original
2023-01-01,Kansas,Personas mayores,Edad,500413,46311,0.093,Original
2023-01-01,Kentucky,Personas mayores,Edad,781588,100528,0.129,Original
2023-01-01,Louisiana,Personas mayores,Edad,773383,110079,0.142,Original
2023-01-01,Maine,Personas mayores,Edad,309208,29037,0.094,Original
2023-01-01,Maryland,Personas mayores,Edad,1042142,99037,0.095,Original
2023-01-01,Massachusetts,Personas mayores,Edad,1258692,135595,0.108,Original
2023-01-01,Michigan,Personas mayores,Edad,1890659,199868,0.106,Original
2023-01-01,Minnesota,Personas mayores,Edad,989834,93960,0.095,Original
2023-01-01,Mississippi,Personas mayores,Edad,499606,78920,0.158,Original
2023-01-01,Missouri,Personas mayores,Edad,1102363,119123,0.108,Original
2023-01-01,Montana,Personas mayores,Edad,226639,21582,0.095,Original
2023-01-01,Nebraska,Personas mayores,Edad,329827,33940,0.103,Original
2023-01-01,Nevada,Personas mayores,Edad,550102,57473,0.104,Original
2023-01-01,New Hampshire,Personas mayores,Edad,281041,21350,0.076,Original
2023-01-01,New Jersey,Personas mayores,Edad,1611343,163299,0.101,Original
2023-01-01,New Mexico,Personas mayores,Edad,417170,57095,0.13699999999999998,Original
2023-01-01,New York,Personas mayores,Edad,3538997,505368,0.14300000000000002,Original
2023-01-01,North Carolina,Personas mayores,Edad,1875463,205012,0.109,Original
2023-01-01,North Dakota,Personas mayores,Edad,126926,13777,0.109,Original
2023-01-01,Ohio,Personas mayores,Edad,2141054,228074,0.107,Original
2023-01-01,Oklahoma,Personas mayores,Edad,656586,77126,0.117,Original
2023-01-01,Oregon,Personas mayores,Edad,814591,86667,0.106,Original
2023-01-01,Pennsylvania,Personas mayores,Edad,2515961,261529,0.104,Original
2023-01-01,Rhode Island,Personas mayores,Edad,204802,24165,0.118,Original
2023-01-01,South Carolina,Personas mayores,Edad,1017625,111882,0.11,Original
2023-01-01,South Dakota,Personas mayores,Edad,162040,14283,0.08800000000000001,Original
2023-01-01,Tennessee,Personas mayores,Edad,1221349,148988,0.122,Original
2023-01-01,Texas,Personas mayores,Edad,4104283,503207,0.123,Original
2023-01-01,Utah,Personas mayores,Edad,410460,33670,0.08199999999999999,Original
2023-01-01,Vermont,Personas mayores,Edad,140434,13463,0.096,Original
2023-01-01,Virginia,Personas mayores,Edad,1466258,139438,0.095,Original
2023-01-01,Washington,Personas mayores,Edad,1314425,126186,0.096,Original
2023-01-01,West Virginia,Personas mayores,Edad,371185,44449,0.12,Original
2023-01-01,Wisconsin,Personas mayores,Edad,1107279,110825,0.1,Original
2023-01-01,Wyoming,Personas mayores,Edad,109728,8152,0.07400000000000001,Original
2023-01-01,Puerto Rico,Personas mayores,Edad,763843,301223,0.394,Original
2023-01-01,Alabama,Masculino,Sexo,2393093,330855,0.138,Original
2023-01-01,Alaska,Masculino,Sexo,373003,37903,0.102,Original
2023-01-01,Arizona,Masculino,Sexo,3609175,415718,0.115,Original
2023-01-01,Arkansas,Masculino,Sexo,1462427,205341,0.14,Original
2023-01-01,California,Masculino,Sexo,19024018,2090929,0.11,Original
2023-01-01,Colorado,Masculino,Sexo,2907244,249283,0.086,Original
2023-01-01,Connecticut,Masculino,Sexo,1728193,159957,0.093,Original
2023-01-01,Delaware,Masculino,Sexo,486530,45923,0.094,Original
2023-01-01,District of Columbia,Masculino,Sexo,308445,41378,0.134,Original
2023-01-01,Florida,Masculino,Sexo,10835383,1242816,0.115,Original
2023-01-01,Georgia,Masculino,Sexo,5213097,642525,0.123,Original
2023-01-01,Hawaii,Masculino,Sexo,696181,67072,0.096,Original
2023-01-01,Idaho,Masculino,Sexo,962816,87081,0.09,Original
2023-01-01,Illinois,Masculino,Sexo,6034347,636383,0.105,Original
2023-01-01,Indiana,Masculino,Sexo,3305094,356011,0.108,Original
2023-01-01,Iowa,Masculino,Sexo,1549691,157073,0.101,Original
2023-01-01,Kansas,Masculino,Sexo,1424630,143341,0.101,Original
2023-01-01,Kentucky,Masculino,Sexo,2168310,312865,0.14400000000000002,Original
2023-01-01,Louisiana,Masculino,Sexo,2151960,354544,0.165,Original
2023-01-01,Maine,Masculino,Sexo,665904,61338,0.092,Original
2023-01-01,Maryland,Masculino,Sexo,2927641,247600,0.085,Original
2023-01-01,Massachusetts,Masculino,Sexo,3321936,308054,0.093,Original
2023-01-01,Michigan,Masculino,Sexo,4847623,598308,0.123,Original
2023-01-01,Minnesota,Masculino,Sexo,2810271,234273,0.083,Original
2023-01-01,Mississippi,Masculino,Sexo,1365799,222922,0.163,Original
2023-01-01,Missouri,Masculino,Sexo,2963208,322996,0.109,Original
2023-01-01,Montana,Masculino,Sexo,557678,57696,0.103,Original
2023-01-01,Nebraska,Masculino,Sexo,968814,94867,0.098,Original
2023-01-01,Nevada,Masculino,Sexo,1581673,175561,0.111,Original
2023-01-01,New Hampshire,Masculino,Sexo,679916,41893,0.062,Original
2023-01-01,New Jersey,Masculino,Sexo,4483559,383933,0.086,Original
2023-01-01,New Mexico,Masculino,Sexo,1023585,166983,0.163,Original
2023-01-01,New York,Masculino,Sexo,9296886,1193520,0.128,Original
2023-01-01,North Carolina,Masculino,Sexo,5143037,592666,0.115,Original
2023-01-01,North Dakota,Masculino,Sexo,384932,31427,0.08199999999999999,Original
2023-01-01,Ohio,Masculino,Sexo,5652062,668363,0.118,Original
2023-01-01,Oklahoma,Masculino,Sexo,1942239,280227,0.14400000000000002,Original
2023-01-01,Oregon,Masculino,Sexo,2061343,234317,0.114,Original
2023-01-01,Pennsylvania,Masculino,Sexo,6167875,661665,0.107,Original
2023-01-01,Rhode Island,Masculino,Sexo,515388,45637,0.08900000000000001,Original
2023-01-01,South Carolina,Masculino,Sexo,2521945,312178,0.124,Original
2023-01-01,South Dakota,Masculino,Sexo,451505,48404,0.107,Original
2023-01-01,Tennessee,Masculino,Sexo,3404501,427664,0.126,Original
2023-01-01,Texas,Masculino,Sexo,14812398,1819660,0.123,Original
2023-01-01,Utah,Masculino,Sexo,1704025,146894,0.086,Original
2023-01-01,Vermont,Masculino,Sexo,311320,28443,0.091,Original
2023-01-01,Virginia,Masculino,Sexo,4152078,372447,0.09,Original
2023-01-01,Washington,Masculino,Sexo,3854121,352062,0.091,Original
2023-01-01,West Virginia,Masculino,Sexo,849834,126158,0.14800000000000002,Original
2023-01-01,Wisconsin,Masculino,Sexo,2886640,282434,0.098,Original
2023-01-01,Wyoming,Masculino,Sexo,288220,28278,0.098,Original
2023-01-01,Puerto Rico,Masculino,Sexo,1499998,558822,0.373,Original
2023-01-01,Alabama,Femenino,Sexo,2567746,442311,0.172,Original
2023-01-01,Alaska,Femenino,Sexo,344300,36450,0.106,Original
2023-01-01,Arizona,Femenino,Sexo,3664954,489700,0.134,Original
2023-01-01,Arkansas,Femenino,Sexo,1517931,261283,0.172,Original
2023-01-01,California,Femenino,Sexo,19225668,2497758,0.13,Original
2023-01-01,Colorado,Femenino,Sexo,2849870,287224,0.101,Original
2023-01-01,Connecticut,Femenino,Sexo,1793759,202067,0.113,Original
2023-01-01,Delaware,Femenino,Sexo,520492,60104,0.115,Original
2023-01-01,District of Columbia,Femenino,Sexo,340993,49690,0.146,Original
2023-01-01,Florida,Femenino,Sexo,11304077,1486703,0.132,Original
2023-01-01,Georgia,Femenino,Sexo,5552141,818792,0.147,Original
2023-01-01,Hawaii,Femenino,Sexo,702351,74853,0.107,Original
2023-01-01,Idaho,Femenino,Sexo,952466,106554,0.112,Original
2023-01-01,Illinois,Femenino,Sexo,6233673,790134,0.127,Original
2023-01-01,Indiana,Femenino,Sexo,3367115,465390,0.138,Original
2023-01-01,Iowa,Femenino,Sexo,1558979,194151,0.125,Original
2023-01-01,Kansas,Femenino,Sexo,1429929,176311,0.123,Original
2023-01-01,Kentucky,Femenino,Sexo,2234175,407777,0.183,Original
2023-01-01,Louisiana,Femenino,Sexo,2296159,485602,0.211,Original
2023-01-01,Maine,Femenino,Sexo,689518,79122,0.115,Original
2023-01-01,Maryland,Femenino,Sexo,3121024,326560,0.105,Original
2023-01-01,Massachusetts,Femenino,Sexo,3458436,398676,0.115,Original
2023-01-01,Michigan,Femenino,Sexo,4979692,728432,0.146,Original
2023-01-01,Minnesota,Femenino,Sexo,2807676,286329,0.102,Original
2023-01-01,Mississippi,Femenino,Sexo,1475892,289262,0.196,Original
2023-01-01,Missouri,Femenino,Sexo,3062785,397214,0.13,Original
2023-01-01,Montana,Femenino,Sexo,550128,72108,0.131,Original
2023-01-01,Nebraska,Femenino,Sexo,962647,107211,0.111,Original
2023-01-01,Nevada,Femenino,Sexo,1573177,201945,0.128,Original
2023-01-01,New Hampshire,Femenino,Sexo,682628,56042,0.08199999999999999,Original
2023-01-01,New Jersey,Femenino,Sexo,4648069,502839,0.108,Original
2023-01-01,New Mexico,Femenino,Sexo,1051531,201686,0.192,Original
2023-01-01,New York,Femenino,Sexo,9771523,1509435,0.154,Original
2023-01-01,North Carolina,Femenino,Sexo,5406907,756636,0.14,Original
2023-01-01,North Dakota,Femenino,Sexo,370116,42414,0.115,Original
2023-01-01,Ohio,Femenino,Sexo,5827758,859541,0.147,Original
2023-01-01,Oklahoma,Femenino,Sexo,1990561,345958,0.174,Original
2023-01-01,Oregon,Femenino,Sexo,2097872,272227,0.13,Original
2023-01-01,Pennsylvania,Femenino,Sexo,6367892,839294,0.132,Original
2023-01-01,Rhode Island,Femenino,Sexo,539964,68775,0.127,Original
2023-01-01,South Carolina,Femenino,Sexo,2709425,414621,0.153,Original
2023-01-01,South Dakota,Femenino,Sexo,439348,56280,0.128,Original
2023-01-01,Tennessee,Femenino,Sexo,3564977,550796,0.155,Original
2023-01-01,Texas,Femenino,Sexo,15077161,2267191,0.15,Original
2023-01-01,Utah,Femenino,Sexo,1659122,157355,0.095,Original
2023-01-01,Vermont,Femenino,Sexo,313050,31970,0.102,Original
2023-01-01,Virginia,Femenino,Sexo,4320704,491947,0.114,Original
2023-01-01,Washington,Femenino,Sexo,3824704,442364,0.116,Original
2023-01-01,West Virginia,Femenino,Sexo,866318,159622,0.184,Original
2023-01-01,Wisconsin,Femenino,Sexo,2894874,334440,0.116,Original
2023-01-01,Wyoming,Femenino,Sexo,282808,36031,0.127,Original
2023-01-01,Puerto Rico,Femenino,Sexo,1677649,698785,0.417,Original
2023-01-01,Alabama,Blanco,Etnia,3221397,358757,0.111,Original
2023-01-01,Alaska,Blanco,Etnia,427512,31213,0.073,Original
2023-01-01,Arizona,Blanco,Etnia,4239499,422360,0.1,Original
2023-01-01,Arkansas,Blanco,Etnia,2056331,268304,0.13,Original
2023-01-01,California,Blanco,Etnia,14719922,1450037,0.099,Original
2023-01-01,Colorado,Blanco,Etnia,4059535,315966,0.078,Original
2023-01-01,Connecticut,Blanco,Etnia,2274537,163394,0.07200000000000001,Original
2023-01-01,Delaware,Blanco,Etnia,599340,46033,0.077,Original
2023-01-01,District of Columbia,Blanco,Etnia,249746,10941,0.044,Original
2023-01-01,Florida,Blanco,Etnia,12284180,1193520,0.097,Original
2023-01-01,Georgia,Blanco,Etnia,5424057,526269,0.097,Original
2023-01-01,Hawaii,Blanco,Etnia,299474,31094,0.104,Original
2023-01-01,Idaho,Blanco,Etnia,1563067,146312,0.094,Original
2023-01-01,Illinois,Blanco,Etnia,7460194,643047,0.086,Original
2023-01-01,Indiana,Blanco,Etnia,5120556,510777,0.1,Original
2023-01-01,Iowa,Blanco,Etnia,2622259,259610,0.099,Original
2023-01-01,Kansas,Blanco,Etnia,2169700,208864,0.096,Original
2023-01-01,Kentucky,Blanco,Etnia,3645630,547878,0.15,Original
2023-01-01,Louisiana,Blanco,Etnia,2535862,340146,0.134,Original
2023-01-01,Maine,Blanco,Etnia,1223787,122117,0.1,Original
2023-01-01,Maryland,Blanco,Etnia,2902068,193860,0.067,Original
2023-01-01,Massachusetts,Blanco,Etnia,4610745,357835,0.078,Original
2023-01-01,Michigan,Blanco,Etnia,7274183,799633,0.11,Original
2023-01-01,Minnesota,Blanco,Etnia,4313490,322099,0.075,Original
2023-01-01,Mississippi,Blanco,Etnia,1583463,183412,0.116,Original
2023-01-01,Missouri,Blanco,Etnia,4699953,481253,0.102,Original
2023-01-01,Montana,Blanco,Etnia,940412,96738,0.103,Original
2023-01-01,Nebraska,Blanco,Etnia,1501726,130048,0.087,Original
2023-01-01,Nevada,Blanco,Etnia,1573164,153199,0.097,Original
2023-01-01,New Hampshire,Blanco,Etnia,1195143,82209,0.069,Original
2023-01-01,New Jersey,Blanco,Etnia,4882368,342965,0.07,Original
2023-01-01,New Mexico,Blanco,Etnia,986927,131588,0.133,Original
2023-01-01,New York,Blanco,Etnia,10515840,1088824,0.104,Original
2023-01-01,North Carolina,Blanco,Etnia,6486788,624562,0.096,Original
2023-01-01,North Dakota,Blanco,Etnia,624039,53716,0.086,Original
2023-01-01,Ohio,Blanco,Etnia,8815048,936182,0.106,Original
2023-01-01,Oklahoma,Blanco,Etnia,2549285,340625,0.134,Original
2023-01-01,Oregon,Blanco,Etnia,3075369,349075,0.114,Original
2023-01-01,Pennsylvania,Blanco,Etnia,9299306,860622,0.093,Original
2023-01-01,Rhode Island,Blanco,Etnia,733846,66517,0.091,Original
2023-01-01,South Carolina,Blanco,Etnia,3330660,320994,0.096,Original
2023-01-01,South Dakota,Blanco,Etnia,718728,57143,0.08,Original
2023-01-01,Tennessee,Blanco,Etnia,5050781,582675,0.115,Original
2023-01-01,Texas,Blanco,Etnia,14264710,1441465,0.101,Original
2023-01-01,Utah,Blanco,Etnia,2645373,204522,0.077,Original
2023-01-01,Vermont,Blanco,Etnia,562373,53691,0.095,Original
2023-01-01,Virginia,Blanco,Etnia,5085320,416712,0.08199999999999999,Original
2023-01-01,Washington,Blanco,Etnia,5012956,454394,0.091,Original
2023-01-01,West Virginia,Blanco,Etnia,1551896,245270,0.158,Original
2023-01-01,Wisconsin,Blanco,Etnia,4629517,406442,0.08800000000000001,Original
2023-01-01,Wyoming,Blanco,Etnia,481582,51678,0.107,Original
2023-01-01,Puerto Rico,Blanco,Etnia,754253,299482,0.397,Original
2023-01-01,Alabama,Negro o afroamericano,Etnia,1244496,323797,0.26,Original
2023-01-01,Alaska,Negro o afroamericano,Etnia,19375,4152,0.214,Original
2023-01-01,Arizona,Negro o afroamericano,Etnia,341503,60680,0.17800000000000002,Original
2023-01-01,Arkansas,Negro o afroamericano,Etnia,420370,118705,0.282,Original
2023-01-01,California,Negro o afroamericano,Etnia,2019415,398092,0.197,Original
2023-01-01,Colorado,Negro o afroamericano,Etnia,218530,36186,0.166,Original
2023-01-01,Connecticut,Negro o afroamericano,Etnia,375327,66261,0.177,Original
2023-01-01,Delaware,Negro o afroamericano,Etnia,223525,34127,0.153,Original
2023-01-01,District of Columbia,Negro o afroamericano,Etnia,268535,70218,0.261,Original
2023-01-01,Florida,Negro o afroamericano,Etnia,3246435,584758,0.18,Original
2023-01-01,Georgia,Negro o afroamericano,Etnia,3296550,624350,0.18899999999999997,Original
2023-01-01,Hawaii,Negro o afroamericano,Etnia,22414,3314,0.14800000000000002,Original
2023-01-01,Idaho,Negro o afroamericano,Etnia,15996,4437,0.27699999999999997,Original
2023-01-01,Illinois,Negro o afroamericano,Etnia,1599146,367486,0.23,Original
2023-01-01,Indiana,Negro o afroamericano,Etnia,592320,141302,0.239,Original
2023-01-01,Iowa,Negro o afroamericano,Etnia,119920,29172,0.243,Original
2023-01-01,Kansas,Negro o afroamericano,Etnia,145206,27419,0.18899999999999997,Original
2023-01-01,Kentucky,Negro o afroamericano,Etnia,318741,79493,0.249,Original
2023-01-01,Louisiana,Negro o afroamericano,Etnia,1332297,388288,0.29100000000000004,Original
2023-01-01,Maine,Negro o afroamericano,Etnia,23775,5041,0.212,Original
2023-01-01,Maryland,Negro o afroamericano,Etnia,1753666,236177,0.135,Original
2023-01-01,Massachusetts,Negro o afroamericano,Etnia,471084,87124,0.185,Original
2023-01-01,Michigan,Negro o afroamericano,Etnia,1275723,327781,0.257,Original
2023-01-01,Minnesota,Negro o afroamericano,Etnia,399883,90032,0.225,Original
2023-01-01,Mississippi,Negro o afroamericano,Etnia,1009391,278006,0.275,Original
2023-01-01,Missouri,Negro o afroamericano,Etnia,636454,137059,0.215,Original
2023-01-01,Nebraska,Negro o afroamericano,Etnia,86032,26154,0.304,Original
2023-01-01,Nevada,Negro o afroamericano,Etnia,289986,55520,0.191,Original
2023-01-01,New Hampshire,Negro o afroamericano,Etnia,19285,2792,0.145,Original
2023-01-01,New Jersey,Negro o afroamericano,Etnia,1139308,182936,0.161,Original
2023-01-01,New Mexico,Negro o afroamericano,Etnia,40113,9205,0.229,Original
2023-01-01,New York,Negro o afroamericano,Etnia,2696019,551745,0.205,Original
2023-01-01,North Carolina,Negro o afroamericano,Etnia,2115757,411391,0.194,Original
2023-01-01,North Dakota,Negro o afroamericano,Etnia,23601,2004,0.085,Original
2023-01-01,Ohio,Negro o afroamericano,Etnia,1350443,348429,0.258,Original
2023-01-01,Oklahoma,Negro o afroamericano,Etnia,256631,72033,0.281,Original
2023-01-01,Oregon,Negro o afroamericano,Etnia,83503,20739,0.248,Original
2023-01-01,Pennsylvania,Negro o afroamericano,Etnia,1291805,298275,0.231,Original
2023-01-01,Rhode Island,Negro o afroamericano,Etnia,56357,7676,0.136,Original
2023-01-01,South Carolina,Negro o afroamericano,Etnia,1268063,291271,0.23,Original
2023-01-01,South Dakota,Negro o afroamericano,Etnia,22054,6660,0.302,Original
2023-01-01,Tennessee,Negro o afroamericano,Etnia,1050385,237423,0.226,Original
2023-01-01,Texas,Negro o afroamericano,Etnia,3631897,664430,0.183,Original
2023-01-01,Utah,Negro o afroamericano,Etnia,37140,5985,0.161,Original
2023-01-01,Vermont,Negro o afroamericano,Etnia,7495,802,0.107,Original
2023-01-01,Virginia,Negro o afroamericano,Etnia,1534831,257309,0.168,Original
2023-01-01,Washington,Negro o afroamericano,Etnia,303179,51678,0.17,Original
2023-01-01,West Virginia,Negro o afroamericano,Etnia,47806,14419,0.302,Original
2023-01-01,Wisconsin,Negro o afroamericano,Etnia,333062,82376,0.247,Original
2023-01-01,Puerto Rico,Negro o afroamericano,Etnia,169229,57456,0.34,Original
2023-01-01,Alabama,Hispano o latino,Etnia,285411,66994,0.235,Original
2023-01-01,Alaska,Hispano o latino,Etnia,53154,6259,0.118,Original
2023-01-01,Arizona,Hispano o latino,Etnia,2302507,369016,0.16,Original
2023-01-01,Arkansas,Hispano o latino,Etnia,273944,40045,0.146,Original
2023-01-01,California,Hispano o latino,Etnia,15507207,2228200,0.14400000000000002,Original
2023-01-01,Colorado,Hispano o latino,Etnia,1307083,177857,0.136,Original
2023-01-01,Connecticut,Hispano o latino,Etnia,660291,139641,0.211,Original
2023-01-01,Delaware,Hispano o latino,Etnia,112613,23130,0.205,Original
2023-01-01,District of Columbia,Hispano o latino,Etnia,79379,4127,0.052,Original
2023-01-01,Florida,Hispano o latino,Etnia,6109109,918738,0.15,Original
2023-01-01,Georgia,Hispano o latino,Etnia,1198987,213485,0.17800000000000002,Original
2023-01-01,Hawaii,Hispano o latino,Etnia,139832,18771,0.134,Original
2023-01-01,Idaho,Hispano o latino,Etnia,265384,37411,0.141,Original
2023-01-01,Illinois,Hispano o latino,Etnia,2341252,328954,0.141,Original
2023-01-01,Indiana,Hispano o latino,Etnia,585279,112826,0.193,Original
2023-01-01,Iowa,Hispano o latino,Etnia,229519,44788,0.195,Original
2023-01-01,Kansas,Hispano o latino,Etnia,392918,65734,0.16699999999999998,Original
2023-01-01,Kentucky,Hispano o latino,Etnia,212471,54809,0.258,Original
2023-01-01,Louisiana,Hispano o latino,Etnia,316538,62390,0.197,Original
2023-01-01,Maine,Hispano o latino,Etnia,28725,3128,0.109,Original
2023-01-01,Maryland,Hispano o latino,Etnia,766959,96213,0.125,Original
2023-01-01,Massachusetts,Hispano o latino,Etnia,919205,188995,0.206,Original
2023-01-01,Michigan,Hispano o latino,Etnia,585925,106402,0.182,Original
2023-01-01,Minnesota,Hispano o latino,Etnia,358338,50423,0.141,Original
2023-01-01,Mississippi,Hispano o latino,Etnia,104022,26214,0.252,Original
2023-01-01,Missouri,Hispano o latino,Etnia,316120,47652,0.151,Original
2023-01-01,Montana,Hispano o latino,Etnia,50877,9487,0.18600000000000003,Original
2023-01-01,Nebraska,Hispano o latino,Etnia,250454,38895,0.155,Original
2023-01-01,Nevada,Hispano o latino,Etnia,946714,132235,0.14,Original
2023-01-01,New Hampshire,Hispano o latino,Etnia,62159,6973,0.112,Original
2023-01-01,New Jersey,Hispano o latino,Etnia,2074575,322189,0.155,Original
2023-01-01,New Mexico,Hispano o latino,Etnia,1007548,208375,0.207,Original
2023-01-01,New York,Hispano o latino,Etnia,3784517,798678,0.211,Original
2023-01-01,North Carolina,Hispano o latino,Etnia,1207861,230602,0.191,Original
2023-01-01,North Dakota,Hispano o latino,Etnia,36331,5305,0.146,Original
2023-01-01,Ohio,Hispano o latino,Etnia,551545,110104,0.2,Original
2023-01-01,Oklahoma,Hispano o latino,Etnia,508731,109146,0.215,Original
2023-01-01,Oregon,Hispano o latino,Etnia,619400,100622,0.162,Original
2023-01-01,Pennsylvania,Hispano o latino,Etnia,1114871,249766,0.224,Original
2023-01-01,Rhode Island,Hispano o latino,Etnia,192455,33548,0.174,Original
2023-01-01,South Carolina,Hispano o latino,Etnia,385738,84947,0.22,Original
2023-01-01,South Dakota,Hispano o latino,Etnia,44432,9517,0.214,Original
2023-01-01,Tennessee,Hispano o latino,Etnia,520805,106840,0.205,Original
2023-01-01,Texas,Hispano o latino,Etnia,11934702,2197489,0.184,Original
2023-01-01,Utah,Hispano o latino,Etnia,537986,70388,0.131,Original
2023-01-01,Vermont,Hispano o latino,Etnia,15147,1226,0.081,Original
2023-01-01,Virginia,Hispano o latino,Etnia,942270,116859,0.124,Original
2023-01-01,Washington,Hispano o latino,Etnia,1121773,170335,0.152,Original
2023-01-01,West Virginia,Hispano o latino,Etnia,34840,5557,0.16,Original
2023-01-01,Wisconsin,Hispano o latino,Etnia,468850,80343,0.171,Original
2023-01-01,Wyoming,Hispano o latino,Etnia,61110,9623,0.157,Original
2023-01-01,Puerto Rico,Hispano o latino,Etnia,3146397,1248150,0.397,Original
2023-01-01,Alabama,Educación básica,Educación,357721,109378,0.306,Original
2023-01-01,Alaska,Educación básica,Educación,32268,7128,0.221,Original
2023-01-01,Arizona,Educación básica,Educación,525370,126666,0.241,Original
2023-01-01,Arkansas,Educación básica,Educación,213883,56490,0.264,Original
2023-01-01,California,Educación básica,Educación,4004884,789175,0.197,Original
2023-01-01,Colorado,Educación básica,Educación,268459,51008,0.19,Original
2023-01-01,Connecticut,Educación básica,Educación,204469,50095,0.245,Original
2023-01-01,Delaware,Educación básica,Educación,61271,13727,0.224,Original
2023-01-01,District of Columbia,Educación básica,Educación,33920,11619,0.34299999999999997,Original
2023-01-01,Florida,Educación básica,Educación,1535147,362290,0.236,Original
2023-01-01,Georgia,Educación básica,Educación,761356,198165,0.26,Original
2023-01-01,Hawaii,Educación básica,Educación,70738,16411,0.232,Original
2023-01-01,Idaho,Educación básica,Educación,99035,18948,0.191,Original
2023-01-01,Illinois,Educación básica,Educación,789177,166544,0.211,Original
2023-01-01,Indiana,Educación básica,Educación,421458,94839,0.225,Original
2023-01-01,Iowa,Educación básica,Educación,140708,32901,0.234,Original
2023-01-01,Kansas,Educación básica,Educación,154861,32461,0.21,Original
2023-01-01,Kentucky,Educación básica,Educación,305879,104296,0.341,Original
2023-01-01,Louisiana,Educación básica,Educación,354741,115308,0.325,Original
2023-01-01,Maine,Educación básica,Educación,50557,12860,0.254,Original
2023-01-01,Maryland,Educación básica,Educación,368657,81028,0.22,Original
2023-01-01,Massachusetts,Educación básica,Educación,416722,114589,0.275,Original
2023-01-01,Michigan,Educación básica,Educación,541797,155443,0.287,Original
