Fecha,Estado,Grupo_social,Tematica,Total_poblacion,Bajo_umbral_pobreza,Porcentaje_pobreza,Origen_dato
2018-01-01,South Carolina,Población evaluable para pobreza,Población base,4944754,755215,0.153,Original
2018-01-01,South Dakota,Población evaluable para pobreza,Población base,852419,111626,0.131,Original
2018-01-01,Tennessee,Población evaluable para pobreza,Población base,6603013,1011016,0.153,Original
2018-01-01,Texas,Población evaluable para pobreza,Población base,28074573,4180675,0.149,Original
2018-01-01,Utah,Población evaluable para pobreza,Población base,3110944,280773,0.09,Original
2018-01-01,Vermont,Población evaluable para pobreza,Población base,601261,66013,0.11,Original
2018-01-01,Virginia,Población evaluable para pobreza,Población base,8264095,884647,0.107,Original
2018-01-01,Washington,Población evaluable para pobreza,Población base,7400557,759013,0.103,Original
2018-01-01,West Virginia,Población evaluable para pobreza,Población base,1753476,312188,0.17800000000000002,Original
2018-01-01,Wisconsin,Población evaluable para pobreza,Población base,5665153,625826,0.11,Original
2018-01-01,Wyoming,Población evaluable para pobreza,Población base,563374,62301,0.111,Original
2018-01-01,Puerto Rico,Población evaluable para pobreza,Población base,3165711,1363666,0.431,Original
2018-01-01,Alabama,Menores de edad,Edad,1070267,255186,0.238,Original
2018-01-01,Alaska,Menores de edad,Edad,180258,25327,0.141,Original
2018-01-01,Arizona,Menores de edad,Edad,1616402,324622,0.201,Original
2018-01-01,Arkansas,Menores de edad,Edad,690886,170769,0.247,Original
2018-01-01,California,Menores de edad,Edad,8863930,1541067,0.174,Original
2018-01-01,Colorado,Menores de edad,Edad,1254115,149487,0.119,Original
2018-01-01,Connecticut,Menores de edad,Edad,726550,102083,0.141,Original
2018-01-01,Delaware,Menores de edad,Edad,198852,37283,0.187,Original
2018-01-01,District of Columbia,Menores de edad,Edad,125590,29048,0.231,Original
2018-01-01,Florida,Menores de edad,Edad,4163985,819256,0.197,Original
2018-01-01,Georgia,Menores de edad,Edad,2463436,504745,0.205,Original
2018-01-01,Hawaii,Menores de edad,Edad,297248,35368,0.119,Original
2018-01-01,Idaho,Menores de edad,Edad,439332,62855,0.14300000000000002,Original
2018-01-01,Illinois,Menores de edad,Edad,2817981,456926,0.162,Original
2018-01-01,Indiana,Menores de edad,Edad,1531482,275370,0.18,Original
2018-01-01,Iowa,Menores de edad,Edad,719504,97222,0.135,Original
2018-01-01,Kansas,Menores de edad,Edad,691389,103210,0.149,Original
2018-01-01,Kentucky,Menores de edad,Edad,980918,225710,0.23,Original
2018-01-01,Louisiana,Menores de edad,Edad,1082739,283218,0.262,Original
2018-01-01,Maine,Menores de edad,Edad,240662,34878,0.145,Original
2018-01-01,Maryland,Menores de edad,Edad,1317517,152237,0.116,Original
2018-01-01,Massachusetts,Menores de edad,Edad,1345037,163788,0.122,Original
2018-01-01,Michigan,Menores de edad,Edad,2122572,412692,0.194,Original
2018-01-01,Minnesota,Menores de edad,Edad,1279942,149502,0.117,Original
2018-01-01,Mississippi,Menores de edad,Edad,695058,192952,0.278,Original
2018-01-01,Missouri,Menores de edad,Edad,1347491,247209,0.183,Original
2018-01-01,Montana,Menores de edad,Edad,224806,35999,0.16,Original
2018-01-01,Nebraska,Menores de edad,Edad,465564,60110,0.129,Original
2018-01-01,Nevada,Menores de edad,Edad,677441,120091,0.177,Original
2018-01-01,New Hampshire,Menores de edad,Edad,252085,26830,0.106,Original
2018-01-01,New Jersey,Menores de edad,Edad,1931396,264253,0.13699999999999998,Original
2018-01-01,New Mexico,Menores de edad,Edad,470978,124024,0.263,Original
2018-01-01,New York,Menores de edad,Edad,3993286,743024,0.18600000000000003,Original
2018-01-01,North Carolina,Menores de edad,Edad,2257634,455971,0.202,Original
2018-01-01,North Dakota,Menores de edad,Edad,172631,17145,0.099,Original
2018-01-01,Ohio,Menores de edad,Edad,2540270,495616,0.195,Original
2018-01-01,Oklahoma,Menores de edad,Edad,936031,202779,0.217,Original
2018-01-01,Oregon,Menores de edad,Edad,854971,134383,0.157,Original
2018-01-01,Pennsylvania,Menores de edad,Edad,2594554,434736,0.168,Original
2018-01-01,Rhode Island,Menores de edad,Edad,200202,36135,0.18,Original
2018-01-01,South Carolina,Menores de edad,Edad,1088536,245821,0.226,Original
2018-01-01,South Dakota,Menores de edad,Edad,208983,34201,0.16399999999999998,Original
2018-01-01,Tennessee,Menores de edad,Edad,1482119,330998,0.223,Original
2018-01-01,Texas,Menores de edad,Edad,7310961,1545362,0.211,Original
2018-01-01,Utah,Menores de edad,Edad,919114,87445,0.095,Original
2018-01-01,Vermont,Menores de edad,Edad,112933,13712,0.121,Original
2018-01-01,Virginia,Menores de edad,Edad,1840287,252475,0.13699999999999998,Original
2018-01-01,Washington,Menores de edad,Edad,1634222,204470,0.125,Original
2018-01-01,West Virginia,Menores de edad,Edad,353722,86713,0.245,Original
2018-01-01,Wisconsin,Menores de edad,Edad,1247282,175243,0.14,Original
2018-01-01,Wyoming,Menores de edad,Edad,130118,17986,0.138,Original
2018-01-01,Puerto Rico,Menores de edad,Edad,588499,335044,0.569,Original
2018-01-01,Alabama,Población en edad laboral,Edad,2881507,461988,0.16,Original
2018-01-01,Alaska,Población en edad laboral,Edad,454213,47464,0.104,Original
2018-01-01,Arizona,Población en edad laboral,Edad,4149779,552070,0.133,Original
2018-01-01,Arkansas,Población en edad laboral,Edad,1743670,283453,0.163,Original
2018-01-01,California,Población en edad laboral,Edad,24382216,2841730,0.117,Original
2018-01-01,Colorado,Población en edad laboral,Edad,3529275,329127,0.093,Original
2018-01-01,Connecticut,Población en edad laboral,Edad,2149512,212216,0.099,Original
2018-01-01,Delaware,Población en edad laboral,Edad,565047,69087,0.122,Original
2018-01-01,District of Columbia,Población en edad laboral,Edad,459981,65050,0.141,Original
2018-01-01,Florida,Población en edad laboral,Edad,12427250,1567616,0.126,Original
2018-01-01,Georgia,Población en edad laboral,Edad,6349423,818172,0.129,Original
2018-01-01,Hawaii,Población en edad laboral,Edad,827936,69983,0.085,Original
2018-01-01,Idaho,Población en edad laboral,Edad,1009212,116741,0.116,Original
2018-01-01,Illinois,Población en edad laboral,Edad,7703754,881959,0.114,Original
2018-01-01,Indiana,Población en edad laboral,Edad,3941891,497092,0.126,Original
2018-01-01,Iowa,Población en edad laboral,Edad,1820730,209679,0.115,Original
2018-01-01,Kansas,Población en edad laboral,Edad,1690716,199678,0.118,Original
2018-01-01,Kentucky,Población en edad laboral,Edad,2635871,432210,0.16399999999999998,Original
2018-01-01,Louisiana,Población en edad laboral,Edad,2747404,473689,0.172,Original
2018-01-01,Maine,Población en edad laboral,Edad,793679,92402,0.116,Original
2018-01-01,Maryland,Población en edad laboral,Edad,3674160,309534,0.084,Original
2018-01-01,Massachusetts,Población en edad laboral,Edad,4216709,399979,0.095,Original
2018-01-01,Michigan,Población en edad laboral,Edad,5970889,809606,0.136,Original
2018-01-01,Minnesota,Población en edad laboral,Edad,3350050,314521,0.094,Original
2018-01-01,Mississippi,Población en edad laboral,Edad,1730365,317656,0.184,Original
2018-01-01,Missouri,Población en edad laboral,Edad,3598015,457081,0.127,Original
2018-01-01,Montana,Población en edad laboral,Edad,617185,80695,0.131,Original
2018-01-01,Nebraska,Población en edad laboral,Edad,1117462,124121,0.111,Original
2018-01-01,Nevada,Población en edad laboral,Edad,1843913,221065,0.12,Original
2018-01-01,New Hampshire,Población en edad laboral,Edad,822986,60301,0.073,Original
2018-01-01,New Jersey,Población en edad laboral,Edad,5407136,456017,0.084,Original
2018-01-01,New Mexico,Población en edad laboral,Edad,1217540,227009,0.18600000000000003,Original
2018-01-01,New York,Población en edad laboral,Edad,11927434,1480761,0.124,Original
2018-01-01,North Carolina,Población en edad laboral,Edad,6193752,818929,0.132,Original
2018-01-01,North Dakota,Población en edad laboral,Edad,453786,50193,0.111,Original
2018-01-01,Ohio,Población en edad laboral,Edad,6893270,916722,0.133,Original
2018-01-01,Oklahoma,Población en edad laboral,Edad,2288331,341808,0.149,Original
2018-01-01,Oregon,Población en edad laboral,Edad,2529740,324598,0.128,Original
2018-01-01,Pennsylvania,Población en edad laboral,Edad,7545401,895975,0.119,Original
2018-01-01,Rhode Island,Población en edad laboral,Edad,640833,75370,0.118,Original
2018-01-01,South Carolina,Población en edad laboral,Edad,2974562,425854,0.14300000000000002,Original
2018-01-01,South Dakota,Población en edad laboral,Edad,503567,64822,0.129,Original
2018-01-01,Tennessee,Población en edad laboral,Edad,4044245,581364,0.14400000000000002,Original
2018-01-01,Texas,Población en edad laboral,Edad,17248984,2244126,0.13,Original
2018-01-01,Utah,Población en edad laboral,Edad,1845107,172273,0.093,Original
2018-01-01,Vermont,Población en edad laboral,Edad,367763,41095,0.112,Original
2018-01-01,Virginia,Población en edad laboral,Edad,5131420,523832,0.102,Original
2018-01-01,Washington,Población en edad laboral,Edad,4622518,471653,0.102,Original
2018-01-01,West Virginia,Población en edad laboral,Edad,1047767,190312,0.182,Original
2018-01-01,Wisconsin,Población en edad laboral,Edad,3456436,374548,0.108,Original
2018-01-01,Wyoming,Población en edad laboral,Edad,339054,37464,0.11,Original
2018-01-01,Puerto Rico,Población en edad laboral,Edad,1923885,779041,0.405,Original
2018-01-01,Alabama,Personas mayores,Edad,812054,83248,0.103,Original
2018-01-01,Alaska,Personas mayores,Edad,86398,5829,0.067,Original
2018-01-01,Arizona,Personas mayores,Edad,1247263,106807,0.086,Original
2018-01-01,Arkansas,Personas mayores,Edad,490892,50282,0.102,Original
2018-01-01,California,Personas mayores,Edad,5572308,586529,0.105,Original
2018-01-01,Colorado,Personas mayores,Edad,793630,58878,0.07400000000000001,Original
2018-01-01,Connecticut,Personas mayores,Edad,592201,47078,0.079,Original
2018-01-01,Delaware,Personas mayores,Edad,176887,10872,0.061,Original
2018-01-01,District of Columbia,Personas mayores,Edad,83460,13957,0.16699999999999998,Original
2018-01-01,Florida,Personas mayores,Edad,4291416,454105,0.106,Original
2018-01-01,Georgia,Personas mayores,Edad,1425799,145725,0.102,Original
2018-01-01,Hawaii,Personas mayores,Edad,257264,16792,0.065,Original
2018-01-01,Idaho,Personas mayores,Edad,274610,23668,0.086,Original
2018-01-01,Illinois,Personas mayores,Edad,1925536,170362,0.08800000000000001,Original
2018-01-01,Indiana,Personas mayores,Edad,1015888,80176,0.079,Original
2018-01-01,Iowa,Personas mayores,Edad,515705,36603,0.071,Original
2018-01-01,Kansas,Personas mayores,Edad,443575,35287,0.08,Original
2018-01-01,Kentucky,Personas mayores,Edad,709516,72488,0.102,Original
2018-01-01,Louisiana,Personas mayores,Edad,698885,86719,0.124,Original
2018-01-01,Maine,Personas mayores,Edad,267600,24261,0.091,Original
2018-01-01,Maryland,Personas mayores,Edad,908142,66432,0.073,Original
2018-01-01,Massachusetts,Personas mayores,Edad,1103337,100151,0.091,Original
2018-01-01,Michigan,Personas mayores,Edad,1680663,151051,0.09,Original
2018-01-01,Minnesota,Personas mayores,Edad,858352,65054,0.076,Original
2018-01-01,Mississippi,Personas mayores,Edad,461025,57037,0.124,Original
2018-01-01,Missouri,Personas mayores,Edad,998152,82040,0.08199999999999999,Original
2018-01-01,Montana,Personas mayores,Edad,195471,18420,0.094,Original
2018-01-01,Nebraska,Personas mayores,Edad,292316,22110,0.076,Original
2018-01-01,Nevada,Personas mayores,Edad,470624,46171,0.098,Original
2018-01-01,New Hampshire,Personas mayores,Edad,236935,13089,0.055,Original
2018-01-01,New Jersey,Personas mayores,Edad,1400772,111863,0.08,Original
2018-01-01,New Mexico,Personas mayores,Edad,363241,48423,0.133,Original
2018-01-01,New York,Personas mayores,Edad,3116844,367606,0.118,Original
2018-01-01,North Carolina,Personas mayores,Edad,1649045,142973,0.087,Original
2018-01-01,North Dakota,Personas mayores,Edad,110254,11338,0.103,Original
2018-01-01,Ohio,Personas mayores,Edad,1928764,166335,0.086,Original
2018-01-01,Oklahoma,Personas mayores,Edad,600665,52362,0.087,Original
2018-01-01,Oregon,Personas mayores,Edad,728431,57589,0.079,Original
2018-01-01,Pennsylvania,Personas mayores,Edad,2254045,187159,0.083,Original
2018-01-01,Rhode Island,Personas mayores,Edad,175434,19700,0.112,Original
2018-01-01,South Carolina,Personas mayores,Edad,881656,83540,0.095,Original
2018-01-01,South Dakota,Personas mayores,Edad,139869,12603,0.09,Original
2018-01-01,Tennessee,Personas mayores,Edad,1076649,98654,0.092,Original
2018-01-01,Texas,Personas mayores,Edad,3514628,391187,0.111,Original
2018-01-01,Utah,Personas mayores,Edad,346723,21055,0.061,Original
2018-01-01,Vermont,Personas mayores,Edad,120565,11206,0.093,Original
2018-01-01,Virginia,Personas mayores,Edad,1292388,108340,0.084,Original
2018-01-01,Washington,Personas mayores,Edad,1143817,82890,0.07200000000000001,Original
2018-01-01,West Virginia,Personas mayores,Edad,351987,35163,0.1,Original
2018-01-01,Wisconsin,Personas mayores,Edad,961435,76035,0.079,Original
2018-01-01,Wyoming,Personas mayores,Edad,94202,6851,0.073,Original
2018-01-01,Puerto Rico,Personas mayores,Edad,653327,249581,0.382,Original
2018-01-01,Alabama,Masculino,Sexo,2298424,343856,0.15,Original
2018-01-01,Alaska,Masculino,Sexo,370771,38912,0.105,Original
2018-01-01,Arizona,Masculino,Sexo,3455482,454105,0.131,Original
2018-01-01,Arkansas,Masculino,Sexo,1424685,214846,0.151,Original
2018-01-01,California,Masculino,Sexo,19204658,2230015,0.116,Original
2018-01-01,Colorado,Masculino,Sexo,2789919,242400,0.087,Original
2018-01-01,Connecticut,Masculino,Sexo,1683399,154384,0.092,Original
2018-01-01,Delaware,Masculino,Sexo,452935,52576,0.116,Original
2018-01-01,District of Columbia,Masculino,Sexo,317054,44156,0.139,Original
2018-01-01,Florida,Masculino,Sexo,10132036,1268823,0.125,Original
2018-01-01,Georgia,Masculino,Sexo,4941534,632176,0.128,Original
2018-01-01,Hawaii,Masculino,Sexo,686107,55678,0.081,Original
2018-01-01,Idaho,Masculino,Sexo,863284,95446,0.111,Original
2018-01-01,Illinois,Masculino,Sexo,6095067,662565,0.109,Original
2018-01-01,Indiana,Masculino,Sexo,3180841,373394,0.117,Original
2018-01-01,Iowa,Masculino,Sexo,1512260,150492,0.1,Original
2018-01-01,Kansas,Masculino,Sexo,1399263,151254,0.108,Original
2018-01-01,Kentucky,Masculino,Sexo,2115365,324947,0.154,Original
2018-01-01,Louisiana,Masculino,Sexo,2187030,367056,0.168,Original
2018-01-01,Maine,Masculino,Sexo,635636,65931,0.104,Original
2018-01-01,Maryland,Masculino,Sexo,2845570,225963,0.079,Original
2018-01-01,Massachusetts,Masculino,Sexo,3237356,291024,0.09,Original
2018-01-01,Michigan,Masculino,Sexo,4800063,617730,0.129,Original
2018-01-01,Minnesota,Masculino,Sexo,2730313,238105,0.087,Original
2018-01-01,Mississippi,Masculino,Sexo,1385022,239218,0.173,Original
2018-01-01,Missouri,Masculino,Sexo,2896346,351037,0.121,Original
2018-01-01,Montana,Masculino,Sexo,521355,63966,0.123,Original
2018-01-01,Nebraska,Masculino,Sexo,932016,92051,0.099,Original
2018-01-01,Nevada,Masculino,Sexo,1493300,175404,0.117,Original
2018-01-01,New Hampshire,Masculino,Sexo,646556,44145,0.068,Original
2018-01-01,New Jersey,Masculino,Sexo,4251083,359002,0.084,Original
2018-01-01,New Mexico,Masculino,Sexo,1008775,184987,0.183,Original
2018-01-01,New York,Masculino,Sexo,9213937,1125787,0.122,Original
2018-01-01,North Carolina,Masculino,Sexo,4879385,620621,0.127,Original
2018-01-01,North Dakota,Masculino,Sexo,378232,38436,0.102,Original
2018-01-01,Ohio,Masculino,Sexo,5551151,701321,0.126,Original
2018-01-01,Oklahoma,Masculino,Sexo,1876654,269559,0.14400000000000002,Original
2018-01-01,Oregon,Masculino,Sexo,2032648,234333,0.115,Original
2018-01-01,Pennsylvania,Masculino,Sexo,6042751,678853,0.112,Original
2018-01-01,Rhode Island,Masculino,Sexo,496308,60485,0.122,Original
2018-01-01,South Carolina,Masculino,Sexo,2379551,326340,0.13699999999999998,Original
2018-01-01,South Dakota,Masculino,Sexo,429532,51964,0.121,Original
2018-01-01,Tennessee,Masculino,Sexo,3208462,446701,0.139,Original
2018-01-01,Texas,Masculino,Sexo,13835779,1853119,0.134,Original
2018-01-01,Utah,Masculino,Sexo,1564372,127056,0.081,Original
2018-01-01,Vermont,Masculino,Sexo,295420,30405,0.103,Original
2018-01-01,Virginia,Masculino,Sexo,4034681,379961,0.094,Original
2018-01-01,Washington,Masculino,Sexo,3687180,349050,0.095,Original
2018-01-01,West Virginia,Masculino,Sexo,864709,143349,0.166,Original
2018-01-01,Wisconsin,Masculino,Sexo,2806395,282420,0.101,Original
2018-01-01,Wyoming,Masculino,Sexo,283869,25538,0.09,Original
2018-01-01,Puerto Rico,Masculino,Sexo,1501118,616743,0.411,Original
2018-01-01,Alabama,Femenino,Sexo,2465404,456566,0.185,Original
2018-01-01,Alaska,Femenino,Sexo,350098,39708,0.113,Original
2018-01-01,Arizona,Femenino,Sexo,3557962,529394,0.149,Original
2018-01-01,Arkansas,Femenino,Sexo,1500763,289658,0.193,Original
2018-01-01,California,Femenino,Sexo,19613796,2739311,0.14,Original
2018-01-01,Colorado,Femenino,Sexo,2787101,295092,0.106,Original
2018-01-01,Connecticut,Femenino,Sexo,1784864,206993,0.116,Original
2018-01-01,Delaware,Femenino,Sexo,487851,64666,0.133,Original
2018-01-01,District of Columbia,Femenino,Sexo,351977,63899,0.182,Original
2018-01-01,Florida,Femenino,Sexo,10750615,1572154,0.146,Original
2018-01-01,Georgia,Femenino,Sexo,5297124,836466,0.158,Original
2018-01-01,Hawaii,Femenino,Sexo,696341,66465,0.095,Original
2018-01-01,Idaho,Femenino,Sexo,859870,107818,0.125,Original
2018-01-01,Illinois,Femenino,Sexo,6352204,846682,0.133,Original
2018-01-01,Indiana,Femenino,Sexo,3308420,479244,0.145,Original
2018-01-01,Iowa,Femenino,Sexo,1543679,193012,0.125,Original
2018-01-01,Kansas,Femenino,Sexo,1426417,186921,0.131,Original
2018-01-01,Kentucky,Femenino,Sexo,2210940,405461,0.183,Original
2018-01-01,Louisiana,Femenino,Sexo,2341998,476570,0.203,Original
2018-01-01,Maine,Femenino,Sexo,666305,85610,0.128,Original
2018-01-01,Maryland,Femenino,Sexo,3054249,302240,0.099,Original
2018-01-01,Massachusetts,Femenino,Sexo,3427727,372894,0.109,Original
2018-01-01,Michigan,Femenino,Sexo,4974061,755619,0.152,Original
2018-01-01,Minnesota,Femenino,Sexo,2758031,290972,0.105,Original
2018-01-01,Mississippi,Femenino,Sexo,1501426,328427,0.21899999999999997,Original
2018-01-01,Missouri,Femenino,Sexo,3047312,435293,0.14300000000000002,Original
2018-01-01,Montana,Femenino,Sexo,516107,71148,0.138,Original
2018-01-01,Nebraska,Femenino,Sexo,943326,114290,0.121,Original
2018-01-01,Nevada,Femenino,Sexo,1498678,211923,0.141,Original
2018-01-01,New Hampshire,Femenino,Sexo,665450,56075,0.084,Original
2018-01-01,New Jersey,Femenino,Sexo,4488221,473131,0.105,Original
2018-01-01,New Mexico,Femenino,Sexo,1042984,214469,0.206,Original
2018-01-01,New York,Femenino,Sexo,9823627,1465604,0.149,Original
2018-01-01,North Carolina,Femenino,Sexo,5221046,797252,0.153,Original
2018-01-01,North Dakota,Femenino,Sexo,358439,40240,0.112,Original
2018-01-01,Ohio,Femenino,Sexo,5811153,877352,0.151,Original
2018-01-01,Oklahoma,Femenino,Sexo,1948373,327390,0.168,Original
2018-01-01,Oregon,Femenino,Sexo,2080494,282237,0.136,Original
2018-01-01,Pennsylvania,Femenino,Sexo,6351249,839017,0.132,Original
2018-01-01,Rhode Island,Femenino,Sexo,520161,70720,0.136,Original
2018-01-01,South Carolina,Femenino,Sexo,2565203,428875,0.16699999999999998,Original
2018-01-01,South Dakota,Femenino,Sexo,422887,59662,0.141,Original
2018-01-01,Tennessee,Femenino,Sexo,3394551,564315,0.166,Original
2018-01-01,Texas,Femenino,Sexo,14238794,2327556,0.163,Original
2018-01-01,Utah,Femenino,Sexo,1546572,153717,0.099,Original
2018-01-01,Vermont,Femenino,Sexo,305841,35608,0.116,Original
2018-01-01,Virginia,Femenino,Sexo,4229414,504686,0.119,Original
2018-01-01,Washington,Femenino,Sexo,3713377,409963,0.11,Original
2018-01-01,West Virginia,Femenino,Sexo,888767,168839,0.19,Original
2018-01-01,Wisconsin,Femenino,Sexo,2858758,343406,0.12,Original
2018-01-01,Wyoming,Femenino,Sexo,279505,36763,0.132,Original
2018-01-01,Puerto Rico,Femenino,Sexo,1664593,746923,0.449,Original
2018-01-01,Alabama,Blanco,Etnia,3234891,382735,0.118,Original
2018-01-01,Alaska,Blanco,Etnia,464926,34474,0.07400000000000001,Original
2018-01-01,Arizona,Blanco,Etnia,5486921,670088,0.122,Original
2018-01-01,Arkansas,Blanco,Etnia,2244044,312912,0.139,Original
2018-01-01,California,Blanco,Etnia,23136231,2743041,0.119,Original
2018-01-01,Colorado,Blanco,Etnia,4695611,408335,0.087,Original
2018-01-01,Connecticut,Blanco,Etnia,2614602,204377,0.078,Original
2018-01-01,Delaware,Blanco,Etnia,644730,58898,0.091,Original
2018-01-01,District of Columbia,Blanco,Etnia,280647,20037,0.071,Original
2018-01-01,Florida,Blanco,Etnia,15633596,1829740,0.117,Original
2018-01-01,Georgia,Blanco,Etnia,5996975,654458,0.109,Original
2018-01-01,Hawaii,Blanco,Etnia,330638,31569,0.095,Original
2018-01-01,Idaho,Blanco,Etnia,1550333,172516,0.111,Original
2018-01-01,Illinois,Blanco,Etnia,8941073,834662,0.093,Original
2018-01-01,Indiana,Blanco,Etnia,5386341,584877,0.109,Original
2018-01-01,Iowa,Blanco,Etnia,2760739,272631,0.099,Original
2018-01-01,Kansas,Blanco,Etnia,2383208,244555,0.103,Original
2018-01-01,Kentucky,Blanco,Etnia,3765168,586690,0.156,Original
2018-01-01,Louisiana,Blanco,Etnia,2815645,358365,0.127,Original
2018-01-01,Maine,Blanco,Etnia,1229684,138045,0.112,Original
2018-01-01,Maryland,Blanco,Etnia,3236539,206208,0.064,Original
2018-01-01,Massachusetts,Blanco,Etnia,5160564,422505,0.08199999999999999,Original
2018-01-01,Michigan,Blanco,Etnia,7672206,873999,0.114,Original
2018-01-01,Minnesota,Blanco,Etnia,4537631,337356,0.07400000000000001,Original
2018-01-01,Mississippi,Blanco,Etnia,1687314,208008,0.123,Original
2018-01-01,Missouri,Blanco,Etnia,4896803,553162,0.113,Original
2018-01-01,Montana,Blanco,Etnia,922082,105129,0.114,Original
2018-01-01,Nebraska,Blanco,Etnia,1622956,154466,0.095,Original
2018-01-01,Nevada,Blanco,Etnia,1900241,197579,0.104,Original
2018-01-01,New Hampshire,Blanco,Etnia,1216879,86537,0.071,Original
2018-01-01,New Jersey,Blanco,Etnia,5860961,433429,0.07400000000000001,Original
2018-01-01,New Mexico,Blanco,Etnia,1571169,271024,0.172,Original
2018-01-01,New York,Blanco,Etnia,12072912,1239466,0.103,Original
2018-01-01,North Carolina,Blanco,Etnia,6929735,768658,0.111,Original
2018-01-01,North Dakota,Blanco,Etnia,631224,56504,0.09,Original
2018-01-01,Ohio,Blanco,Etnia,9230771,1028308,0.111,Original
2018-01-01,Oklahoma,Blanco,Etnia,2766176,365519,0.132,Original
2018-01-01,Oregon,Blanco,Etnia,3457248,411511,0.119,Original
2018-01-01,Pennsylvania,Blanco,Etnia,9969777,937874,0.094,Original
2018-01-01,Rhode Island,Blanco,Etnia,822512,89182,0.108,Original
2018-01-01,South Carolina,Blanco,Etnia,3327892,356462,0.107,Original
2018-01-01,South Dakota,Blanco,Etnia,718319,61731,0.086,Original
2018-01-01,Tennessee,Blanco,Etnia,5116336,641530,0.125,Original
2018-01-01,Texas,Blanco,Etnia,20695054,2864428,0.138,Original
2018-01-01,Utah,Blanco,Etnia,2667968,212575,0.08,Original
2018-01-01,Vermont,Blanco,Etnia,566857,60097,0.106,Original
2018-01-01,Virginia,Blanco,Etnia,5586872,493699,0.08800000000000001,Original
2018-01-01,Washington,Blanco,Etnia,5542744,491866,0.08900000000000001,Original
2018-01-01,West Virginia,Blanco,Etnia,1638174,280251,0.171,Original
2018-01-01,Wisconsin,Blanco,Etnia,4842685,424619,0.08800000000000001,Original
2018-01-01,Wyoming,Blanco,Etnia,516148,54006,0.105,Original
2018-01-01,Puerto Rico,Blanco,Etnia,2058934,841615,0.409,Original
2018-01-01,Alabama,Negro o afroamericano,Etnia,1261791,349597,0.27699999999999997,Original
2018-01-01,Alaska,Negro o afroamericano,Etnia,23967,2719,0.113,Original
2018-01-01,Arizona,Negro o afroamericano,Etnia,320565,62453,0.195,Original
2018-01-01,Arkansas,Negro o afroamericano,Etnia,436368,132623,0.304,Original
2018-01-01,California,Negro o afroamericano,Etnia,2183798,424631,0.194,Original
2018-01-01,Colorado,Negro o afroamericano,Etnia,227729,40998,0.18,Original
2018-01-01,Connecticut,Negro o afroamericano,Etnia,374605,69733,0.18600000000000003,Original
2018-01-01,Delaware,Negro o afroamericano,Etnia,207086,41929,0.202,Original
2018-01-01,District of Columbia,Negro o afroamericano,Etnia,307995,77830,0.253,Original
2018-01-01,Florida,Negro o afroamericano,Etnia,3291774,698541,0.212,Original
2018-01-01,Georgia,Negro o afroamericano,Etnia,3196234,640712,0.2,Original
2018-01-01,Hawaii,Negro o afroamericano,Etnia,26330,1449,0.055,Original
2018-01-01,Idaho,Negro o afroamericano,Etnia,11322,2934,0.259,Original
2018-01-01,Illinois,Negro o afroamericano,Etnia,1719422,426837,0.248,Original
2018-01-01,Indiana,Negro o afroamericano,Etnia,607488,162583,0.268,Original
2018-01-01,Iowa,Negro o afroamericano,Etnia,107690,33020,0.307,Original
2018-01-01,Kansas,Negro o afroamericano,Etnia,160357,40545,0.253,Original
2018-01-01,Kentucky,Negro o afroamericano,Etnia,333084,93664,0.281,Original
2018-01-01,Louisiana,Negro o afroamericano,Etnia,1448658,434337,0.3,Original
2018-01-01,Maine,Negro o afroamericano,Etnia,17514,3531,0.202,Original
2018-01-01,Maryland,Negro o afroamericano,Etnia,1754415,232083,0.132,Original
2018-01-01,Massachusetts,Negro o afroamericano,Etnia,515926,92336,0.179,Original
2018-01-01,Michigan,Negro o afroamericano,Etnia,1327896,363270,0.27399999999999997,Original
2018-01-01,Minnesota,Negro o afroamericano,Etnia,353979,96264,0.272,Original
2018-01-01,Mississippi,Negro o afroamericano,Etnia,1089708,334553,0.307,Original
2018-01-01,Missouri,Negro o afroamericano,Etnia,672581,173133,0.257,Original
2018-01-01,Nebraska,Negro o afroamericano,Etnia,87192,20624,0.237,Original
2018-01-01,Nevada,Negro o afroamericano,Etnia,272539,58573,0.215,Original
2018-01-01,New Hampshire,Negro o afroamericano,Etnia,20043,5510,0.275,Original
2018-01-01,New Jersey,Negro o afroamericano,Etnia,1162730,188638,0.162,Original
2018-01-01,New Mexico,Negro o afroamericano,Etnia,43424,11596,0.267,Original
2018-01-01,New York,Negro o afroamericano,Etnia,2956137,592130,0.2,Original
2018-01-01,North Carolina,Negro o afroamericano,Etnia,2135818,450218,0.211,Original
2018-01-01,North Dakota,Negro o afroamericano,Etnia,25088,6305,0.251,Original
2018-01-01,Ohio,Negro o afroamericano,Etnia,1384012,397619,0.287,Original
2018-01-01,Oklahoma,Negro o afroamericano,Etnia,271075,74777,0.276,Original
2018-01-01,Oregon,Negro o afroamericano,Etnia,78424,15758,0.201,Original
2018-01-01,Pennsylvania,Negro o afroamericano,Etnia,1344715,350658,0.261,Original
2018-01-01,Rhode Island,Negro o afroamericano,Etnia,66887,11962,0.179,Original
2018-01-01,South Carolina,Negro o afroamericano,Etnia,1305150,331947,0.254,Original
2018-01-01,South Dakota,Negro o afroamericano,Etnia,17636,2728,0.155,Original
2018-01-01,Tennessee,Negro o afroamericano,Etnia,1099464,290776,0.264,Original
