"Label (Grouping)","Alabama!!Total!!Estimate","Alabama!!Total!!Margin of Error","Alabama!!Below poverty level!!Estimate","Alabama!!Below poverty level!!Margin of Error","Alabama!!Percent below poverty level!!Estimate","Alabama!!Percent below poverty level!!Margin of Error","Alaska!!Total!!Estimate","Alaska!!Total!!Margin of Error","Alaska!!Below poverty level!!Estimate","Alaska!!Below poverty level!!Margin of Error","Alaska!!Percent below poverty level!!Estimate","Alaska!!Percent below poverty level!!Margin of Error","Arizona!!Total!!Estimate","Arizona!!Total!!Margin of Error","Arizona!!Below poverty level!!Estimate","Arizona!!Below poverty level!!Margin of Error","Arizona!!Percent below poverty level!!Estimate","Arizona!!Percent below poverty level!!Margin of Error","Arkansas!!Total!!Estimate","Arkansas!!Total!!Margin of Error","Arkansas!!Below poverty level!!Estimate","Arkansas!!Below poverty level!!Margin of Error","Arkansas!!Percent below poverty level!!Estimate","Arkansas!!Percent below poverty level!!Margin of Error","California!!Total!!Estimate","California!!Total!!Margin of Error","California!!Below poverty level!!Estimate","California!!Below poverty level!!Margin of Error","California!!Percent below poverty level!!Estimate","California!!Percent below poverty level!!Margin of Error","Colorado!!Total!!Estimate","Colorado!!Total!!Margin of Error","Colorado!!Below poverty level!!Estimate","Colorado!!Below poverty level!!Margin of Error","Colorado!!Percent below poverty level!!Estimate","Colorado!!Percent below poverty level!!Margin of Error","Connecticut!!Total!!Estimate","Connecticut!!Total!!Margin of Error","Connecticut!!Below poverty level!!Estimate","Connecticut!!Below poverty level!!Margin of Error","Connecticut!!Percent below poverty level!!Estimate","Connecticut!!Percent below poverty level!!Margin of Error","Delaware!!Total!!Estimate","Delaware!!Total!!Margin of Error","Delaware!!Below poverty level!!Estimate","Delaware!!Below poverty level!!Margin of Error","Delaware!!Percent below poverty level!!Estimate","Delaware!!Percent below poverty level!!Margin of Error","District of Columbia!!Total!!Estimate","District of Columbia!!Total!!Margin of Error","District of Columbia!!Below poverty level!!Estimate","District of Columbia!!Below poverty level!!Margin of Error","District of Columbia!!Percent below poverty level!!Estimate","District of Columbia!!Percent below poverty level!!Margin of Error","Florida!!Total!!Estimate","Florida!!Total!!Margin of Error","Florida!!Below poverty level!!Estimate","Florida!!Below poverty level!!Margin of Error","Florida!!Percent below poverty level!!Estimate","Florida!!Percent below poverty level!!Margin of Error","Georgia!!Total!!Estimate","Georgia!!Total!!Margin of Error","Georgia!!Below poverty level!!Estimate","Georgia!!Below poverty level!!Margin of Error","Georgia!!Percent below poverty level!!Estimate","Georgia!!Percent below poverty level!!Margin of Error","Hawaii!!Total!!Estimate","Hawaii!!Total!!Margin of Error","Hawaii!!Below poverty level!!Estimate","Hawaii!!Below poverty level!!Margin of Error","Hawaii!!Percent below poverty level!!Estimate","Hawaii!!Percent below poverty level!!Margin of Error","Idaho!!Total!!Estimate","Idaho!!Total!!Margin of Error","Idaho!!Below poverty level!!Estimate","Idaho!!Below poverty level!!Margin of Error","Idaho!!Percent below poverty level!!Estimate","Idaho!!Percent below poverty level!!Margin of Error","Illinois!!Total!!Estimate","Illinois!!Total!!Margin of Error","Illinois!!Below poverty level!!Estimate","Illinois!!Below poverty level!!Margin of Error","Illinois!!Percent below poverty level!!Estimate","Illinois!!Percent below poverty level!!Margin of Error","Indiana!!Total!!Estimate","Indiana!!Total!!Margin of Error","Indiana!!Below poverty level!!Estimate","Indiana!!Below poverty level!!Margin of Error","Indiana!!Percent below poverty level!!Estimate","Indiana!!Percent below poverty level!!Margin of Error","Iowa!!Total!!Estimate","Iowa!!Total!!Margin of Error","Iowa!!Below poverty level!!Estimate","Iowa!!Below poverty level!!Margin of Error","Iowa!!Percent below poverty level!!Estimate","Iowa!!Percent below poverty level!!Margin of Error","Kansas!!Total!!Estimate","Kansas!!Total!!Margin of Error","Kansas!!Below poverty level!!Estimate","Kansas!!Below poverty level!!Margin of Error","Kansas!!Percent below poverty level!!Estimate","Kansas!!Percent below poverty level!!Margin of Error","Kentucky!!Total!!Estimate","Kentucky!!Total!!Margin of Error","Kentucky!!Below poverty level!!Estimate","Kentucky!!Below poverty level!!Margin of Error","Kentucky!!Percent below poverty level!!Estimate","Kentucky!!Percent below poverty level!!Margin of Error","Louisiana!!Total!!Estimate","Louisiana!!Total!!Margin of Error","Louisiana!!Below poverty level!!Estimate","Louisiana!!Below poverty level!!Margin of Error","Louisiana!!Percent below poverty level!!Estimate","Louisiana!!Percent below poverty level!!Margin of Error","Maine!!Total!!Estimate","Maine!!Total!!Margin of Error","Maine!!Below poverty level!!Estimate","Maine!!Below poverty level!!Margin of Error","Maine!!Percent below poverty level!!Estimate","Maine!!Percent below poverty level!!Margin of Error","Maryland!!Total!!Estimate","Maryland!!Total!!Margin of Error","Maryland!!Below poverty level!!Estimate","Maryland!!Below poverty level!!Margin of Error","Maryland!!Percent below poverty level!!Estimate","Maryland!!Percent below poverty level!!Margin of Error","Massachusetts!!Total!!Estimate","Massachusetts!!Total!!Margin of Error","Massachusetts!!Below poverty level!!Estimate","Massachusetts!!Below poverty level!!Margin of Error","Massachusetts!!Percent below poverty level!!Estimate","Massachusetts!!Percent below poverty level!!Margin of Error","Michigan!!Total!!Estimate","Michigan!!Total!!Margin of Error","Michigan!!Below poverty level!!Estimate","Michigan!!Below poverty level!!Margin of Error","Michigan!!Percent below poverty level!!Estimate","Michigan!!Percent below poverty level!!Margin of Error","Minnesota!!Total!!Estimate","Minnesota!!Total!!Margin of Error","Minnesota!!Below poverty level!!Estimate","Minnesota!!Below poverty level!!Margin of Error","Minnesota!!Percent below poverty level!!Estimate","Minnesota!!Percent below poverty level!!Margin of Error","Mississippi!!Total!!Estimate","Mississippi!!Total!!Margin of Error","Mississippi!!Below poverty level!!Estimate","Mississippi!!Below poverty level!!Margin of Error","Mississippi!!Percent below poverty level!!Estimate","Mississippi!!Percent below poverty level!!Margin of Error","Missouri!!Total!!Estimate","Missouri!!Total!!Margin of Error","Missouri!!Below poverty level!!Estimate","Missouri!!Below poverty level!!Margin of Error","Missouri!!Percent below poverty level!!Estimate","Missouri!!Percent below poverty level!!Margin of Error","Montana!!Total!!Estimate","Montana!!Total!!Margin of Error","Montana!!Below poverty level!!Estimate","Montana!!Below poverty level!!Margin of Error","Montana!!Percent below poverty level!!Estimate","Montana!!Percent below poverty level!!Margin of Error","Nebraska!!Total!!Estimate","Nebraska!!Total!!Margin of Error","Nebraska!!Below poverty level!!Estimate","Nebraska!!Below poverty level!!Margin of Error","Nebraska!!Percent below poverty level!!Estimate","Nebraska!!Percent below poverty level!!Margin of Error","Nevada!!Total!!Estimate","Nevada!!Total!!Margin of Error","Nevada!!Below poverty level!!Estimate","Nevada!!Below poverty level!!Margin of Error","Nevada!!Percent below poverty level!!Estimate","Nevada!!Percent below poverty level!!Margin of Error","New Hampshire!!Total!!Estimate","New Hampshire!!Total!!Margin of Error","New Hampshire!!Below poverty level!!Estimate","New Hampshire!!Below poverty level!!Margin of Error","New Hampshire!!Percent below poverty level!!Estimate","New Hampshire!!Percent below poverty level!!Margin of Error","New Jersey!!Total!!Estimate","New Jersey!!Total!!Margin of Error","New Jersey!!Below poverty level!!Estimate","New Jersey!!Below poverty level!!Margin of Error","New Jersey!!Percent below poverty level!!Estimate","New Jersey!!Percent below poverty level!!Margin of Error","New Mexico!!Total!!Estimate","New Mexico!!Total!!Margin of Error","New Mexico!!Below poverty level!!Estimate","New Mexico!!Below poverty level!!Margin of Error","New Mexico!!Percent below poverty level!!Estimate","New Mexico!!Percent below poverty level!!Margin of Error","New York!!Total!!Estimate","New York!!Total!!Margin of Error","New York!!Below poverty level!!Estimate","New York!!Below poverty level!!Margin of Error","New York!!Percent below poverty level!!Estimate","New York!!Percent below poverty level!!Margin of Error","North Carolina!!Total!!Estimate","North Carolina!!Total!!Margin of Error","North Carolina!!Below poverty level!!Estimate","North Carolina!!Below poverty level!!Margin of Error","North Carolina!!Percent below poverty level!!Estimate","North Carolina!!Percent below poverty level!!Margin of Error","North Dakota!!Total!!Estimate","North Dakota!!Total!!Margin of Error","North Dakota!!Below poverty level!!Estimate","North Dakota!!Below poverty level!!Margin of Error","North Dakota!!Percent below poverty level!!Estimate","North Dakota!!Percent below poverty level!!Margin of Error","Ohio!!Total!!Estimate","Ohio!!Total!!Margin of Error","Ohio!!Below poverty level!!Estimate","Ohio!!Below poverty level!!Margin of Error","Ohio!!Percent below poverty level!!Estimate","Ohio!!Percent below poverty level!!Margin of Error","Oklahoma!!Total!!Estimate","Oklahoma!!Total!!Margin of Error","Oklahoma!!Below poverty level!!Estimate","Oklahoma!!Below poverty level!!Margin of Error","Oklahoma!!Percent below poverty level!!Estimate","Oklahoma!!Percent below poverty level!!Margin of Error","Oregon!!Total!!Estimate","Oregon!!Total!!Margin of Error","Oregon!!Below poverty level!!Estimate","Oregon!!Below poverty level!!Margin of Error","Oregon!!Percent below poverty level!!Estimate","Oregon!!Percent below poverty level!!Margin of Error","Pennsylvania!!Total!!Estimate","Pennsylvania!!Total!!Margin of Error","Pennsylvania!!Below poverty level!!Estimate","Pennsylvania!!Below poverty level!!Margin of Error","Pennsylvania!!Percent below poverty level!!Estimate","Pennsylvania!!Percent below poverty level!!Margin of Error","Rhode Island!!Total!!Estimate","Rhode Island!!Total!!Margin of Error","Rhode Island!!Below poverty level!!Estimate","Rhode Island!!Below poverty level!!Margin of Error","Rhode Island!!Percent below poverty level!!Estimate","Rhode Island!!Percent below poverty level!!Margin of Error","South Carolina!!Total!!Estimate","South Carolina!!Total!!Margin of Error","South Carolina!!Below poverty level!!Estimate","South Carolina!!Below poverty level!!Margin of Error","South Carolina!!Percent below poverty level!!Estimate","South Carolina!!Percent below poverty level!!Margin of Error","South Dakota!!Total!!Estimate","South Dakota!!Total!!Margin of Error","South Dakota!!Below poverty level!!Estimate","South Dakota!!Below poverty level!!Margin of Error","South Dakota!!Percent below poverty level!!Estimate","South Dakota!!Percent below poverty level!!Margin of Error","Tennessee!!Total!!Estimate","Tennessee!!Total!!Margin of Error","Tennessee!!Below poverty level!!Estimate","Tennessee!!Below poverty level!!Margin of Error","Tennessee!!Percent below poverty level!!Estimate","Tennessee!!Percent below poverty level!!Margin of Error","Texas!!Total!!Estimate","Texas!!Total!!Margin of Error","Texas!!Below poverty level!!Estimate","Texas!!Below poverty level!!Margin of Error","Texas!!Percent below poverty level!!Estimate","Texas!!Percent below poverty level!!Margin of Error","Utah!!Total!!Estimate","Utah!!Total!!Margin of Error","Utah!!Below poverty level!!Estimate","Utah!!Below poverty level!!Margin of Error","Utah!!Percent below poverty level!!Estimate","Utah!!Percent below poverty level!!Margin of Error","Vermont!!Total!!Estimate","Vermont!!Total!!Margin of Error","Vermont!!Below poverty level!!Estimate","Vermont!!Below poverty level!!Margin of Error","Vermont!!Percent below poverty level!!Estimate","Vermont!!Percent below poverty level!!Margin of Error","Virginia!!Total!!Estimate","Virginia!!Total!!Margin of Error","Virginia!!Below poverty level!!Estimate","Virginia!!Below poverty level!!Margin of Error","Virginia!!Percent below poverty level!!Estimate","Virginia!!Percent below poverty level!!Margin of Error","Washington!!Total!!Estimate","Washington!!Total!!Margin of Error","Washington!!Below poverty level!!Estimate","Washington!!Below poverty level!!Margin of Error","Washington!!Percent below poverty level!!Estimate","Washington!!Percent below poverty level!!Margin of Error","West Virginia!!Total!!Estimate","West Virginia!!Total!!Margin of Error","West Virginia!!Below poverty level!!Estimate","West Virginia!!Below poverty level!!Margin of Error","West Virginia!!Percent below poverty level!!Estimate","West Virginia!!Percent below poverty level!!Margin of Error","Wisconsin!!Total!!Estimate","Wisconsin!!Total!!Margin of Error","Wisconsin!!Below poverty level!!Estimate","Wisconsin!!Below poverty level!!Margin of Error","Wisconsin!!Percent below poverty level!!Estimate","Wisconsin!!Percent below poverty level!!Margin of Error","Wyoming!!Total!!Estimate","Wyoming!!Total!!Margin of Error","Wyoming!!Below poverty level!!Estimate","Wyoming!!Below poverty level!!Margin of Error","Wyoming!!Percent below poverty level!!Estimate","Wyoming!!Percent below poverty level!!Margin of Error","Puerto Rico!!Total!!Estimate","Puerto Rico!!Total!!Margin of Error","Puerto Rico!!Below poverty level!!Estimate","Puerto Rico!!Below poverty level!!Margin of Error","Puerto Rico!!Percent below poverty level!!Estimate","Puerto Rico!!Percent below poverty level!!Margin of Error"
"Population for whom poverty status is determined","4,960,839","±3,969","773,166","±24,550","15.6%","±0.5","717,303","±801","74,353","±5,930","10.4%","±0.8","7,274,129","±4,225","905,418","±32,734","12.4%","±0.4","2,980,358","±1,994","466,624","±19,172","15.7%","±0.6","38,249,686","±8,492","4,588,687","±71,646","12.0%","±0.2","5,757,114","±4,079","536,507","±22,964","9.3%","±0.4","3,521,952","±2,326","362,024","±17,748","10.3%","±0.5","1,007,022","±1,267","106,027","±10,289","10.5%","±1.0","649,438","±567","91,068","±10,115","14.0%","±1.6","22,139,460","±6,333","2,729,519","±62,129","12.3%","±0.3","10,765,238","±4,549","1,461,317","±38,018","13.6%","±0.4","1,398,532","±2,507","141,925","±10,218","10.1%","±0.7","1,915,282","±1,223","193,635","±12,891","10.1%","±0.7","12,268,020","±4,681","1,426,517","±30,335","11.6%","±0.2","6,672,209","±3,934","821,401","±24,875","12.3%","±0.4","3,108,670","±2,176","351,224","±14,199","11.3%","±0.5","2,854,559","±2,212","319,652","±14,831","11.2%","±0.5","4,402,485","±3,095","720,642","±20,801","16.4%","±0.5","4,448,119","±2,711","840,146","±27,162","18.9%","±0.6","1,355,422","±889","140,460","±8,588","10.4%","±0.6","6,048,665","±6,165","574,160","±20,592","9.5%","±0.3","6,780,372","±2,619","706,730","±24,578","10.4%","±0.4","9,827,315","±3,935","1,326,740","±27,989","13.5%","±0.3","5,617,947","±2,228","520,602","±17,281","9.3%","±0.3","2,841,691","±2,529","512,184","±21,949","18.0%","±0.8","6,025,993","±3,580","720,210","±24,684","12.0%","±0.4","1,107,806","±843","129,804","±7,386","11.7%","±0.7","1,931,461","±1,141","202,078","±12,736","10.5%","±0.7","3,154,850","±2,511","377,506","±20,633","12.0%","±0.7","1,362,544","±1,284","97,935","±8,712","7.2%","±0.6","9,131,628","±3,572","886,772","±27,839","9.7%","±0.3","2,075,116","±1,843","368,669","±18,140","17.8%","±0.9","19,068,409","±9,163","2,702,955","±50,606","14.2%","±0.3","10,549,944","±4,174","1,349,302","±38,975","12.8%","±0.4","755,048","±1,286","73,841","±5,342","9.8%","±0.7","11,479,820","±5,193","1,527,904","±36,156","13.3%","±0.3","3,932,800","±1,671","626,185","±15,929","15.9%","±0.4","4,159,215","±2,182","506,544","±17,185","12.2%","±0.4","12,535,767","±4,423","1,500,959","±35,821","12.0%","±0.3","1,055,352","±1,616","114,412","±10,758","10.8%","±1.0","5,231,370","±3,585","726,799","±24,733","13.9%","±0.5","890,853","±963","104,684","±8,555","11.8%","±1.0","6,969,478","±4,678","978,460","±30,784","14.0%","±0.4","29,889,559","±6,743","4,086,851","±75,298","13.7%","±0.3","3,363,147","±2,596","304,249","±15,931","9.0%","±0.5","624,370","±894","60,413","±4,904","9.7%","±0.8","8,472,782","±4,516","864,394","±26,897","10.2%","±0.3","7,678,825","±4,390","794,426","±26,113","10.3%","±0.3","1,716,152","±2,038","285,780","±11,676","16.7%","±0.7","5,781,514","±2,329","616,874","±19,150","10.7%","±0.3","571,028","±610","64,309","±6,371","11.3%","±1.1","3,177,647","±1,580","1,257,607","±26,856","39.6%","±0.8"
"    AGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Under 18 years","1,113,722","±4,181","235,017","±12,424","21.1%","±1.1","172,240","±1,436","20,908","±2,949","12.1%","±1.7","1,554,747","±4,532","238,829","±13,773","15.4%","±0.9","690,693","±2,531","144,371","±10,502","20.9%","±1.5","8,321,119","±9,764","1,240,844","±36,864","14.9%","±0.4","1,194,635","±4,705","128,182","±12,976","10.7%","±1.1","713,685","±2,445","94,807","±8,173","13.3%","±1.1","208,696","±1,266","31,718","±5,877","15.2%","±2.8","125,584","±620","21,497","±4,895","17.1%","±3.9","4,312,039","±6,966","678,302","±30,731","15.7%","±0.7","2,501,494","±5,647","460,686","±19,670","18.4%","±0.8","286,639","±2,584","32,612","±5,002","11.4%","±1.7","461,358","±1,804","53,017","±6,470","11.5%","±1.4","2,659,591","±5,068","389,823","±17,502","14.7%","±0.7","1,552,785","±5,031","239,100","±13,935","15.4%","±0.9","714,650","±3,060","96,849","±7,841","13.6%","±1.1","676,960","±3,085","89,076","±7,243","13.2%","±1.1","994,055","±3,954","209,029","±10,487","21.0%","±1.0","1,049,589","±4,019","262,912","±14,665","25.0%","±1.4","241,449","±1,424","30,479","±3,829","12.6%","±1.6","1,333,071","±6,142","141,809","±10,647","10.6%","±0.8","1,322,061","±3,486","166,603","±11,614","12.6%","±0.9","2,078,817","±4,211","365,364","±15,073","17.6%","±0.7","1,278,430","±2,950","129,601","±9,049","10.1%","±0.7","664,721","±3,305","154,037","±11,316","23.2%","±1.7","1,343,427","±4,422","193,269","±13,045","14.4%","±1.0","231,460","±1,352","28,215","±3,269","12.2%","±1.4","472,510","±1,982","52,628","±6,101","11.1%","±1.3","673,757","±2,494","108,403","±11,220","16.1%","±1.7","246,965","±1,558","19,866","±3,602","8.0%","±1.5","1,987,631","±3,498","255,909","±15,323","12.9%","±0.8","442,771","±2,432","111,918","±9,763","25.3%","±2.2","3,865,524","±9,690","717,831","±24,347","18.6%","±0.6","2,288,721","±5,133","403,443","±18,389","17.6%","±0.8","175,843","±2,728","15,348","±2,970","8.7%","±1.7","2,525,406","±5,888","447,277","±20,473","17.7%","±0.8","950,237","±1,902","197,554","±8,829","20.8%","±0.9","817,161","±2,719","111,296","±8,124","13.6%","±1.0","2,580,239","±4,508","404,486","±20,477","15.7%","±0.8","200,409","±1,825","26,901","±5,381","13.4%","±2.7","1,123,886","±4,010","214,606","±13,288","19.1%","±1.2","215,575","±1,814","31,477","±4,832","14.6%","±2.2","1,536,363","±6,123","303,146","±17,945","19.7%","±1.1","7,460,774","±8,311","1,371,524","±41,772","18.4%","±0.6","922,798","±2,810","87,530","±6,938","9.5%","±0.7","112,842","±1,396","10,104","±2,092","9.0%","±1.8","1,845,160","±5,330","233,536","±14,809","12.7%","±0.8","1,618,219","±4,724","197,608","±11,741","12.2%","±0.7","345,423","±2,559","69,491","±5,743","20.1%","±1.7","1,225,281","±3,127","157,419","±10,140","12.8%","±0.8","128,778","±1,372","19,007","±3,783","14.8%","±2.9","495,260","±1,590","269,146","±8,886","54.3%","±1.8"
"            Under 5 years","284,258","±3,394","66,642","±6,027","23.4%","±2.1","44,248","±1,548","6,951","±1,251","15.7%","±2.9","385,307","±2,160","62,009","±5,501","16.1%","±1.4","173,977","±2,611","39,571","±4,917","22.7%","±2.7","2,049,032","±6,062","298,927","±12,242","14.6%","±0.6","299,205","±2,816","32,175","±5,005","10.8%","±1.7","177,944","±1,457","23,506","±3,000","13.2%","±1.7","53,495","±681","8,202","±2,419","15.3%","±4.5","37,956","±567","5,011","±2,083","13.2%","±5.5","1,099,873","±5,053","183,922","±10,308","16.7%","±0.9","612,637","±6,064","118,763","±7,876","19.4%","±1.3","75,369","±1,308","8,020","±1,801","10.6%","±2.4","109,584","±1,930","15,449","±2,161","14.1%","±2.0","649,814","±3,385","97,150","±7,830","15.0%","±1.2","394,759","±3,581","67,570","±6,197","17.1%","±1.6","178,341","±2,764","27,260","±3,197","15.3%","±1.8","167,240","±1,672","24,238","±2,660","14.5%","±1.6","257,975","±2,900","60,196","±5,405","23.3%","±2.0","272,696","±3,633","72,151","±6,386","26.5%","±2.3","58,313","±1,588","6,982","±1,304","12.0%","±2.3","339,863","±2,530","41,543","±5,233","12.2%","±1.5","335,292","±2,171","41,153","±4,870","12.3%","±1.5","520,534","±3,632","93,760","±6,731","18.0%","±1.3","322,605","±2,832","33,516","±3,606","10.4%","±1.1","163,823","±3,639","37,854","±4,478","23.1%","±2.6","340,034","±3,575","54,655","±5,076","16.1%","±1.5","53,825","±1,170","6,976","±1,395","13.0%","±2.5","118,697","±1,947","14,977","±2,694","12.6%","±2.2","167,871","±1,989","33,530","±5,188","20.0%","±3.1","61,961","±1,307","4,565","±1,563","7.4%","±2.6","509,755","±2,952","64,651","±5,730","12.7%","±1.1","103,625","±2,084","28,040","±3,347","27.1%","±3.1","1,009,633","±4,860","191,550","±10,221","19.0%","±1.0","582,867","±5,441","107,284","±6,299","18.4%","±1.1","45,023","±1,781","3,575","±1,060","7.9%","±2.4","643,546","±4,114","121,143","±7,882","18.8%","±1.2","234,334","±2,696","54,783","±3,649","23.4%","±1.5","193,643","±2,434","28,553","±3,341","14.7%","±1.7","650,424","±3,387","111,980","±8,700","17.2%","±1.3","52,131","±926","7,062","±1,847","13.5%","±3.5","279,436","±3,472","55,388","±5,435","19.8%","±1.9","54,199","±1,059","8,240","±1,529","15.2%","±2.8","402,085","±4,698","80,230","±6,907","20.0%","±1.7","1,886,724","±6,301","370,590","±14,961","19.6%","±0.8","227,005","±1,812","22,545","±2,720","9.9%","±1.2","26,399","±1,306","2,295","±844","8.7%","±3.2","469,503","±3,886","59,128","±5,336","12.6%","±1.1","408,763","±3,001","55,639","±5,428","13.6%","±1.3","86,192","±1,770","21,532","±2,982","25.0%","±3.4","302,778","±2,776","40,988","±4,400","13.5%","±1.4","30,471","±1,495","5,549","±1,485","18.2%","±4.6","93,771","±2,142","54,274","±3,259","57.9%","±3.3"
"            5 to 17 years","829,464","±4,654","168,375","±9,283","20.3%","±1.1","127,992","±1,314","13,957","±2,541","10.9%","±2.0","1,169,440","±4,615","176,820","±11,508","15.1%","±1.0","516,716","±3,141","104,800","±8,430","20.3%","±1.6","6,272,087","±7,556","941,917","±30,490","15.0%","±0.5","895,430","±4,177","96,007","±9,985","10.7%","±1.1","535,741","±1,732","71,301","±6,834","13.3%","±1.3","155,201","±1,107","23,516","±4,477","15.2%","±2.9","87,628","±220","16,486","±4,014","18.8%","±4.6","3,212,166","±6,510","494,380","±25,307","15.4%","±0.8","1,888,857","±7,122","341,923","±16,752","18.1%","±0.9","211,270","±2,203","24,592","±3,892","11.6%","±1.8","351,774","±2,070","37,568","±5,247","10.7%","±1.5","2,009,777","±5,240","292,673","±15,312","14.6%","±0.8","1,158,026","±5,431","171,530","±11,482","14.8%","±1.0","536,309","±3,765","69,589","±6,143","13.0%","±1.1","509,720","±2,835","64,838","±6,083","12.7%","±1.2","736,080","±3,977","148,833","±8,613","20.2%","±1.2","776,893","±4,760","190,761","±11,340","24.6%","±1.4","183,136","±1,761","23,497","±3,530","12.8%","±1.9","993,208","±5,510","100,266","±8,532","10.1%","±0.9","986,769","±3,130","125,450","±9,403","12.7%","±1.0","1,558,283","±4,037","271,604","±11,753","17.4%","±0.8","955,825","±3,159","96,085","±7,297","10.1%","±0.8","500,898","±4,581","116,183","±9,637","23.2%","±1.8","1,003,393","±4,539","138,614","±10,104","13.8%","±1.0","177,635","±1,673","21,239","±2,756","12.0%","±1.6","353,813","±2,687","37,651","±4,501","10.6%","±1.3","505,886","±2,251","74,873","±7,871","14.8%","±1.6","185,004","±1,434","15,301","±3,136","8.3%","±1.7","1,477,876","±2,658","191,258","±12,929","12.9%","±0.9","339,146","±2,778","83,878","±8,077","24.7%","±2.4","2,855,891","±7,365","526,281","±19,652","18.4%","±0.7","1,705,854","±6,592","296,159","±14,624","17.4%","±0.8","130,820","±2,523","11,773","±2,690","9.0%","±2.0","1,881,860","±5,752","326,134","±16,166","17.3%","±0.9","715,903","±2,773","142,771","±6,829","19.9%","±1.0","623,518","±3,144","82,743","±7,000","13.3%","±1.1","1,929,815","±4,301","292,506","±15,637","15.2%","±0.8","148,278","±1,848","19,839","±4,400","13.4%","±3.0","844,450","±4,460","159,218","±10,832","18.9%","±1.3","161,376","±1,720","23,237","±3,975","14.4%","±2.4","1,134,278","±5,662","222,916","±14,044","19.7%","±1.2","5,574,050","±8,551","1,000,934","±34,149","18.0%","±0.6","695,793","±2,839","64,985","±6,404","9.3%","±0.9","86,443","±1,487","7,809","±1,689","9.0%","±2.0","1,375,657","±5,856","174,408","±11,601","12.7%","±0.8","1,209,456","±4,570","141,969","±9,731","11.7%","±0.8","259,231","±2,220","47,959","±4,521","18.5%","±1.8","922,503","±3,445","116,431","±7,949","12.6%","±0.9","98,307","±1,923","13,458","±3,021","13.7%","±3.0","401,489","±2,557","214,872","±8,049","53.5%","±2.0"
